"ObfuscatedClass","SourceFile","Package","Category","IdentityConfidence"
"bf.bj","S_061.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.bk","S_062.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.bl","S_063.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.bm","S_064.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.bn","S_065.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.bo","S_066.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.bp","S_067.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.bq","S_068.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.br","S_069.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.bs","S_070.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.bt","S_071.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.bu","S_072.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.bv","S_073.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.bw","S_074.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.bx","S_075.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.by","S_076.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.bz","S_077.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ca","S_078.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.cb","S_079.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.cc","S_080.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.cd","S_087.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ce","S_088.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.cf","S_089.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.cg","S_090.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ch","S_091.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ci","S_092.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.cj","S_097.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ck","S_098.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.cl","S_099.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.cm","S_100.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.cn","S_101.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.co","S_102.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.cp","S_103.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.cq","S_104.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.cr","S_105.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.cs","S_106.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ct","S_107.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.cu","S_108.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.cv","S_109.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.cw","S_110.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.cx","S_111.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.cy","S_112.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.cz","S_113.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.da","S_114.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.db","S_115.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.dc","S_116.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.dd","S_117.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.de","S_118.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.df","S_119.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.dg","S_120.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.dh","S_121.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.di","S_122.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.dj","S_129.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.dk","S_130.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.dl","S_131.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.dm","S_132.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.dn","S_133.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.do","S_134.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.dp","S_135.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.dq","S_137.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.dr","S_138.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ds","S_145.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.dt","S_146.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.du","S_147.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.dv","S_148.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.dw","S_149.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.dx","S_150.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.dy","S_151.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.dz","S_152.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ea","S_153.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.eb","S_154.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ec","S_155.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ed","S_156.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ee","S_157.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ef","S_158.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.eg","S_159.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.eh","S_160.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ei","S_161.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ej","S_162.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ek","S_163.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.el","S_164.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.em","S_165.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.en","S_166.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.eo","S_167.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ep","S_168.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.eq","S_169.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.er","S_170.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.es","S_171.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.et","S_172.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.eu","S_173.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ev","S_174.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ew","S_175.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ex","S_176.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ey","S_181.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ez","S_182.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.fa","S_183.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.fb","S_184.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.fc","S_185.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.fd","S_186.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.fe","S_187.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ff","S_188.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.fg","S_189.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.fh","S_190.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.fi","S_191.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.fj","S_192.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.fk","S_193.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.fl","S_194.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.fm","S_195.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.fn","S_196.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.fo","S_201.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.fp","S_202.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.fq","S_203.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.fr","S_204.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.fs","S_205.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ft","S_206.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.fu","S_207.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.fv","S_208.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.fw","S_209.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.fx","S_210.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.fy","S_211.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.fz","S_212.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ga","S_213.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.gb","S_214.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.gc","S_215.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.gd","S_216.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ge","S_217.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.gf","S_218.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.gg","S_219.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.gh","S_220.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.gi","S_222.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.gj","S_225.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.gk","S_226.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.gl","S_228.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.gm","S_229.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.gn","S_230.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.go","S_231.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.gp","S_233.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bg.a","L1SkillDelay.java","bg","SKILL_CORE","SOURCEFILE_CONFIRMED"
"bg.b","L1SkillId.java","bg","SKILL_CORE","SOURCEFILE_CONFIRMED"
"bg.c","L1SkillTimer.java","bg","SKILL_CORE","SOURCEFILE_CONFIRMED"
"bg.d","L1SkillTimer.java","bg","SKILL_CORE","SOURCEFILE_CONFIRMED"
"bg.e","L1SkillTimerCreator.java","bg","SKILL_CORE","SOURCEFILE_CONFIRMED"
"bg.f","L1SkillTimer.java","bg","SKILL_CORE","SOURCEFILE_CONFIRMED"
"bh.a","L1Account.java","bh","TEMPLATE","SOURCEFILE_CONFIRMED"
"bh.b","L1BoardTopic.java","bh","TEMPLATE","SOURCEFILE_CONFIRMED"
"bh.c","L1BookMark.java","bh","TEMPLATE","SOURCEFILE_CONFIRMED"
"bh.d","L1Castle.java","bh","TEMPLATE","SOURCEFILE_CONFIRMED"
"bh.e","L1Command.java","bh","TEMPLATE","SOURCEFILE_CONFIRMED"
"bh.f","L1DoorGfx.java","bh","TEMPLATE","SOURCEFILE_CONFIRMED"
"bh.g","L1DoorSpawn.java","bh","TEMPLATE","SOURCEFILE_CONFIRMED"
"bh.h","L1Drop.java","bh","TEMPLATE","SOURCEFILE_CONFIRMED"
"bh.i","L1House.java","bh","TEMPLATE","SOURCEFILE_CONFIRMED"
"bh.j","L1Item.java","bh","TEMPLATE","SOURCEFILE_CONFIRMED"
"bh.k","L1Mail.java","bh","TEMPLATE","SOURCEFILE_CONFIRMED"
"bh.l","L1Npc.java","bh","TEMPLATE","SOURCEFILE_CONFIRMED"
"bh.m","L1NpcChat.java","bh","TEMPLATE","SOURCEFILE_CONFIRMED"
"bh.n","L1Pet.java","bh","TEMPLATE","SOURCEFILE_CONFIRMED"
"bh.o","L1PetItem.java","bh","TEMPLATE","SOURCEFILE_CONFIRMED"
"bh.p","L1PetType.java","bh","TEMPLATE","SOURCEFILE_CONFIRMED"
"bh.q","L1PrivateShopBuyList.java","bh","TEMPLATE","SOURCEFILE_CONFIRMED"
"bh.r","L1PrivateShopSellList.java","bh","TEMPLATE","SOURCEFILE_CONFIRMED"
"bh.s","L1QuestNew.java","bh","TEMPLATE","SOURCEFILE_CONFIRMED"
"bh.t","L1Shop.java","bh","TEMPLATE","SOURCEFILE_CONFIRMED"
"bh.u","L1ShopItem.java","bh","TEMPLATE","SOURCEFILE_CONFIRMED"
"bh.v","L1Skills.java","bh","TEMPLATE","SOURCEFILE_CONFIRMED"
"bh.w","L1Town.java","bh","TEMPLATE","SOURCEFILE_CONFIRMED"
"bi.a","BinaryOutputStream.java","bi","UTILITY","SOURCEFILE_CONFIRMED"
"bi.b","CalcExp.java","bi","UTILITY","SOURCEFILE_CONFIRMED"
"bi.c","CalcInitHpMp.java","bi","UTILITY","SOURCEFILE_CONFIRMED"
"bi.d","CalcStat.java","bi","UTILITY","SOURCEFILE_CONFIRMED"
"bi.e","GeneralThreadPool.java","bi","UTILITY","SOURCEFILE_CONFIRMED"
"bi.f","IntRange.java","bi","UTILITY","SOURCEFILE_CONFIRMED"
"bi.g","LineageUtil.java","bi","UTILITY","SOURCEFILE_CONFIRMED"
"bi.h","Point.java","bi","UTILITY","SOURCEFILE_CONFIRMED"
"bi.i","Random.java","bi","UTILITY","SOURCEFILE_CONFIRMED"
"bi.j","SQLUtil.java","bi","UTILITY","SOURCEFILE_CONFIRMED"
"bi.k","TimePeriod.java","bi","UTILITY","SOURCEFILE_CONFIRMED"
"bj.a","Cipher.java","bj","NETWORK","SOURCEFILE_CONFIRMED"
"bj.b","CipherClient.java","bj","NETWORK","SOURCEFILE_CONFIRMED"
"bj.c","CipherServer.java","bj","NETWORK","SOURCEFILE_CONFIRMED"
"bj.d","ClientThread.java","bj","NETWORK","SOURCEFILE_CONFIRMED"
"bj.e","Opcodes.java","bj","NETWORK","SOURCEFILE_CONFIRMED"
